Nume,Echipă,Post,M.V. (EUR),Vârstă,Țara campionatului,Competiție,Profil Transfermarkt,Lista sursă
Robert Corduneanu,Fiorentina Primavera,Fundaș central,,17,Italia,Primavera 1,https://www.transfermarkt.com/robert-corduneanu/profil/spieler/1432303,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/75/page/6
Robert Coșeraru,AlbinoLeffe Primavera,Mijlocaș,,17,Italia,Primavera 1,https://www.transfermarkt.com/robert-coseraru/profil/spieler/1523387,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/75/page/6
Robert Cristescu,SCD Intangco Elche,Fundaș stânga,,17,Spania,,https://www.transfermarkt.com/robert-cristescu/profil/spieler/1486339,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/157/page/3
Robert Drăghici,FC Augsburg U19,Mijlocaș ofensiv,,18,Germania,U19 DFB-Nachwuchsliga - Vorrunde Gruppe E,https://www.transfermarkt.com/robert-draghici/profil/spieler/1132539,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/11
Robert Georgescu,TSV Ehningen II,Mijlocaș,,,Germania,,https://www.transfermarkt.com/robert-georgescu/profil/spieler/1285110,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/13
Robert Herman,NK Trnje Zagreb,Mijlocaș,,20,Croația,,https://www.transfermarkt.com/robert-herman/profil/spieler/1387932,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/37
Robert Irodia,St Joseph's FC Reserve,Extremă stânga,,27,Gibraltar,Gibraltar Reserve League,https://www.transfermarkt.com/robert-irodia/profil/spieler/1485531,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/266
Robert Lungu,CF Peralada,Fundaș central,,23,Spania,,https://www.transfermarkt.com/robert-lungu/profil/spieler/666465,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/157
Robert Ploscar,MTK Budapest U19,Mijlocaș defensiv,,17,Ungaria,,https://www.transfermarkt.com/robert-ploscar/profil/spieler/1179015,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/178
Robert Răducan,Boston Town FC,Mijlocaș central,,29,Anglia,,https://www.transfermarkt.com/robert-raducan/profil/spieler/394484,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/189
Robert Siscan,ASD Nuovo Cos Latina,Extremă dreapta,,27,Italia,,https://www.transfermarkt.com/robert-siscan/profil/spieler/578334,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/75/page/3
Robert Stăncioiu,TuSpo Bad Münder,Mijlocaș ofensiv,,41,Germania,,https://www.transfermarkt.com/robert-stancioiu/profil/spieler/213668,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/2
Robert Toma,Guidonia Montecelio 1937 FC,Fundaș central,,22,Italia,Serie C - Girone B,https://www.transfermarkt.com/robert-toma/profil/spieler/952366,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/75/page/3
Robert-Csaba Bartha,TSC Euskirchen 1848/1913,Atacant,,25,Germania,,https://www.transfermarkt.com/robert-csaba-bartha/profil/spieler/1382976,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/14
Roberto Daniel Malutan,SV Straßwalchen II,Mijlocaș,,18,Austria,,https://www.transfermarkt.com/roberto-daniel-malutan/profil/spieler/1540935,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/127/page/4
Robyn Chirita,FC Schoenberg,Mijlocaș ofensiv,,28,Elveția,,https://www.transfermarkt.com/robyn-chirita/profil/spieler/491239,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/148
Romeo Bănică,SC Borussia Fulda,Atacant central,,27,Germania,,https://www.transfermarkt.com/romeo-banica/profil/spieler/464314,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/3
Romeo Ciprian Șpețcu,SG Bunstruth/Haina/Haubern/Löhlbach,Atacant,,37,Germania,,https://www.transfermarkt.com/romeo-ciprian-spetcu/profil/spieler/1288205,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/13
Ruben Popa,FSV Pfaffenhofen II,Extremă stânga,,37,Germania,,https://www.transfermarkt.com/ruben-popa/profil/spieler/192769,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/2
Ruben Vadai,Tatra Sokolany,Fundaș,,27,Slovacia,,https://www.transfermarkt.com/ruben-vadai/profil/spieler/597833,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/154
Ryan Rusu,Milan Under 18,Mijlocaș ofensiv,,17,Italia,Campionato Under 18,https://www.transfermarkt.com/ryan-rusu/profil/spieler/1317215,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/75/page/5
S. Margian,FSV Eintracht Hildburghausen,Atacant,,18,Germania,,https://www.transfermarkt.com/s-margian/profil/spieler/1444171,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/15
Sabin Iosif,USD Castelnuovo Garfagnana,Mijlocaș central,,24,Italia,,https://www.transfermarkt.com/sabin-iosif/profil/spieler/824922,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/75/page/3
Sabin Mateescu,US San Salvo,Atacant central,,21,Italia,,https://www.transfermarkt.com/sabin-mateescu/profil/spieler/1058259,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/75/page/4
Salvatore Marrone,1.CfR Pforzheim,Extremă stânga,,25,Germania,Oberliga Baden-Württemberg,https://www.transfermarkt.com/salvatore-marrone/profil/spieler/519232,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/3
Samuel Fuleki,AS Saint-Étienne Youth,Extremă dreapta,,17,Franța,,https://www.transfermarkt.com/samuel-fuleki/profil/spieler/1178723,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/50
Samuel-Alexandru Alexandru,FC Srbija Ulm,Mijlocaș,,,Germania,,https://www.transfermarkt.com/samuel-alexandru-alexandru/profil/spieler/1432037,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/15
Samuel-Cristian Vlaicu,SC Bubesheim,Atacant,,27,Germania,,https://www.transfermarkt.com/samuel-cristian-vlaicu/profil/spieler/1065125,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/11
Samuel-Florin Timofte,FSG Ober-Schmitten/Eichelsdorf,Mijlocaș,,,Germania,,https://www.transfermarkt.com/samuel-florin-timofte/profil/spieler/1431302,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/14
Sandu Poplăcean,1.FC Penzberg,Mijlocaș stânga,,33,Germania,,https://www.transfermarkt.com/sandu-poplacean/profil/spieler/732268,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/8
Sascha Marinkovic,FC Kufstein,Atacant central,,33,Austria,Regionalliga West,https://www.transfermarkt.com/sascha-marinkovic/profil/spieler/208808,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/127
Sasha Radu,SD Huesca U19,Fundaș dreapta,,18,Spania,,https://www.transfermarkt.com/sasha-radu/profil/spieler/1060692,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/157/page/2
Saul Pleșca,Gresford Athletic,Extremă dreapta,,26,Țara Galilor,Cymru North,https://www.transfermarkt.com/saul-plesca/profil/spieler/1286469,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/191
Săndel Buteseacă,Post-SV 1921 Zehlendorf,Mijlocaș,,36,Germania,,https://www.transfermarkt.com/sandel-buteseaca/profil/spieler/694955,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/7
Sebastian Bacu,FCM Traiskirchen,Portar,,19,Austria,Regional League East,https://www.transfermarkt.com/sebastian-bacu/profil/spieler/1048603,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/127/page/2
Sebastian Baltag,Anzio Calcio 1924,Atacant central,,17,Italia,Serie D - Girone G,https://www.transfermarkt.com/sebastian-baltag/profil/spieler/1571494,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/75/page/7
Sebastian Burlacu,Como Primavera,Mijlocaș defensiv,,18,Italia,Primavera 1,https://www.transfermarkt.com/sebastian-burlacu/profil/spieler/1076322,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/75/page/4
Sebastian Echimov,ASD Sale,Mijlocaș defensiv,,27,Italia,,https://www.transfermarkt.com/sebastian-echimov/profil/spieler/413603,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/75/page/2
Sebastian Ionuţ Ilie,SV Schelsen,Mijlocaș,,,Germania,,https://www.transfermarkt.com/sebastian-ionut-ilie/profil/spieler/1115516,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/11
Sebastian Iorga,1.FC Südring Aschaffenburg,Extremă stânga,,29,Germania,,https://www.transfermarkt.com/sebastian-iorga/profil/spieler/974705,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/10
Sebastian Nichitoi,SV Essling,Mijlocaș,,26,Austria,,https://www.transfermarkt.com/sebastian-nichitoi/profil/spieler/591339,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/127/page/2
Sebastian Serediuc,Lleida CF,Atacant central,,26,Spania,,https://www.transfermarkt.com/sebastian-serediuc/profil/spieler/633092,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/157
Sebastian Tamisi,ASV Draßburg/Mattersburg II,Fundaș,,18,Austria,,https://www.transfermarkt.com/sebastian-tamisi/profil/spieler/1294517,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/127/page/3
Sebastian-George Granga,HSV Barmbek-Uhlenhorst II,Portar,,18,Germania,Landesliga Hansa,https://www.transfermarkt.com/sebastian-george-granga/profil/spieler/1581348,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/16
Sebastian-Marian Rus,Puskás Akadémia FC II,Mijlocaș,,18,Ungaria,,https://www.transfermarkt.com/sebastian-marian-rus/profil/spieler/1317255,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/178
Sebastian-Ștefan Cojanu,KÁ Ásvellir,Mijlocaș,,,Islanda,,https://www.transfermarkt.com/sebastian-stefan-cojanu/profil/spieler/994494,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/73
Sergiu Ojog,ASD Calcio Ponte Nelle Alpi,Mijlocaș,,29,Italia,,https://www.transfermarkt.com/sergiu-ojog/profil/spieler/405955,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/75/page/3
Sergiu Popîrlan,RSD Alcalá,Portar,,19,Spania,Segunda Federación - Grupo V,https://www.transfermarkt.com/sergiu-popirlan/profil/spieler/1452519,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/157/page/3
Sergiu Scărlătescu,SG Merenberg,Mijlocaș dreapta,,37,Germania,,https://www.transfermarkt.com/sergiu-scarlatescu/profil/spieler/177652,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40
Silviu Adochiței,SSG Ulm 99,Mijlocaș defensiv,,25,Germania,,https://www.transfermarkt.com/silviu-adochitei/profil/spieler/681723,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/7
Silviu Capotă,SV Kickers Pforzheim,Mijlocaș,,21,Germania,,https://www.transfermarkt.com/silviu-capota/profil/spieler/929258,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/9
Silviu Păcurariu,FC Bad Dürrheim,Mijlocaș,,34,Germania,,https://www.transfermarkt.com/silviu-pacurariu/profil/spieler/359255,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/4
Silviu Pena,Calvo Sotelo Puertollano CF,Mijlocaș central,,23,Spania,Segunda Federación - Grupo V,https://www.transfermarkt.com/silviu-pena/profil/spieler/1124154,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/157/page/2
Simon Lungu,TSV Wolfstein,Mijlocaș,,30,Germania,,https://www.transfermarkt.com/simon-lungu/profil/spieler/668004,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/7
Sorin Cucu,Elan Chevilly-Larue,Fundaș stânga,,36,Franța,,https://www.transfermarkt.com/sorin-cucu/profil/spieler/98323,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/50
Sorin Leucuța,SG Werratal,Atacant central,,35,Germania,,https://www.transfermarkt.com/sorin-leucuta/profil/spieler/519791,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/5
Sorin Oproiescu,Olbia Calcio 1905,Fundaș central,,38,Italia,,https://www.transfermarkt.com/sorin-oproiescu/profil/spieler/300448,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/75/page/2
Sorin Rădoi,Forlimpopoli Calcio,Atacant secund,,36,Italia,,https://www.transfermarkt.com/sorin-radoi/profil/spieler/84762,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/75/page/2
Sorin Răducu,Körösladányi MSK,Fundaș central,,37,Ungaria,,https://www.transfermarkt.com/sorin-raducu/profil/spieler/209090,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/178
Stefan Graure,FK Jedinstvo Vlajkovac,Mijlocaș,,21,Serbia,,https://www.transfermarkt.com/stefan-graure/profil/spieler/871313,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/215
Stefan Minoiu,Hellas United,Atacant,,,Germania,,https://www.transfermarkt.com/stefan-minoiu/profil/spieler/1438932,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/15
Stefan Murariu,Hellas United,Mijlocaș,,,Germania,,https://www.transfermarkt.com/stefan-murariu/profil/spieler/1290260,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/13
Stefan Vasilescu,MTV Wünsdorf 1910,Portar,,,Germania,,https://www.transfermarkt.com/stefan-vasilescu/profil/spieler/1302436,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/13
Stefano Precupanu,Juventus Primavera,Mijlocaș stânga,,17,Italia,Primavera 1,https://www.transfermarkt.com/stefano-precupanu/profil/spieler/1120692,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/75/page/4
Ștefan Amarandei,Sampdoria Primavera,Mijlocaș central,,18,Italia,Primavera 2 - A,https://www.transfermarkt.com/stefan-amarandei/profil/spieler/1317254,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/75/page/5
Ștefan Chiriac,Cádiz CF Youth,Portar,,16,Spania,,https://www.transfermarkt.com/stefan-chiriac/profil/spieler/1314071,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/157/page/2
Ștefan Cojocaru,Anderlecht Youth Talents,Fundaș stânga,,29,Belgia,,https://www.transfermarkt.com/stefan-cojocaru/profil/spieler/312403,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/19
Ștefan Năstac,Sampdoria Under 17,Atacant central,,16,Italia,Campionato Under 17 - A,https://www.transfermarkt.com/stefan-nastac/profil/spieler/1468225,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/75/page/6
Ștefan Tronaru,SC Danubius Waldkraiburg,Fundaș,,,Germania,,https://www.transfermarkt.com/stefan-tronaru/profil/spieler/729764,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/8
Tamás Bojtos,Tiszaföldvár VSE,Atacant central,,24,Ungaria,,https://www.transfermarkt.com/tamas-bojtos/profil/spieler/813851,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/178
Tamas Magdas,FV Göbrichen,Atacant,,32,Germania,,https://www.transfermarkt.com/tamas-magdas/profil/spieler/786943,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/9
Teodor-Doru Floreanu,Gullfálkinn,Mijlocaș,,,Islanda,,https://www.transfermarkt.com/teodor-doru-floreanu/profil/spieler/1112006,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/73
Thomas Ivan,TSV Münchingen,Fundaș central,,28,Germania,,https://www.transfermarkt.com/thomas-ivan/profil/spieler/520521,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/5
Thomas Sincan,SV Schwechat,Atacant central,,18,Austria,Wiener Stadtliga,https://www.transfermarkt.com/thomas-sincan/profil/spieler/1468011,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/127/page/3
Tiberiu-Filip Rus,ESV Wolfenbüttel,Mijlocaș,,,Germania,,https://www.transfermarkt.com/tiberiu-filip-rus/profil/spieler/826002,https://www.transfermarkt.com/spieler-statistik/legionaere/statistik/stat/land_id/140/land/40/page/9
